"id","ICD-9 code","ICD-9 code descriptor","ICD-10 Code","ICD-10 descriptor","Created at","Updated at"
"11289","1026","Yaws of bone & joint","A666","Bone and joint lesions due to yaws","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11290","1025","Gangosa","A665","Gangosa","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11291","1024","Gummata and ulcers, yaws","A664","Gummata and ulcers due to yaws","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11292","1023","Hyperkeratosis of yaws","A663","Hyperkeratosis due to yaws","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11293","1022","Early skin yaws NEC","A662","Other early skin lesions of yaws","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11294","1021","Multiple papillomata","A661","Multiple papillomata due to yaws and wet crab yaws","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11295","1020","Initial lesions yaws","A660","Initial lesions of yaws","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11296","1040","Nonvenereal endemic syph","A65","Nonvenereal endemic syphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11297","999","Venereal disease NOS","A64","Venereal disease, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11298","998","Venereal disease NEC","A638","Other specified venereal diseases","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11299","7811","Condyloma acuminatum","A630","Condyloma acuminatum","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11300","7811","Smell & taste disturb","A630","Disturbances of sensation of smell and taste","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11301","5411","Herpetic vulvovaginitis","A6004","Herpetic vulvovaginitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11302","5412","Herpetic ulcer of vulva","A6004","Herpetic ulceration of vulva","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11303","5419","Genital herpes NEC","A6002","Other genital herpes","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11304","5413","Herpetic infect of penis","A6001","Herpetic infection of penis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11305","5410","Genital herpes NOS","A6000","Genital herpes, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11306","1319","Trichomoniasis NOS","A599","Trichomoniasis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11307","1318","Trichomoniasis NEC","A598","Trichomoniasis of other specified sites","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11308","13109","Urogenital trichomon NEC","A5909","Other urogenital trichomoniasis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11309","13102","Trichomonal urethritis","A5903","Trichomonal urethritis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11310","13103","Trichomonal prostatitis","A5902","Trichomonal prostatitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11311","13101","Trichomonal vaginitis","A5901","Trichomonal vulvovaginitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11312","13100","Urogenital trichomon NOS","A5900","Urogenital trichomoniasis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11313","992","Granuloma inguinale","A58","Granuloma inguinale","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11314","990","Chancroid","A57","Chancroid","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11315","990","Effects radiation NOS","A57","Effects of radiation, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11316","9959","Oth VD chlm trch spcf st","A568","Other venereal diseases due to chlamydia trachomatis, other specified site","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11317","9951","Oth VD chlm trch pharynx","A564","Other venereal diseases due to chlamydia trachomatis, pharynx","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11318","9951","Angioneurotic edema","A564","Angioneurotic edema, not elsewhere classified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11319","9952","Oth VD chlm trch ans rct","A563","Other venereal diseases due to chlamydia trachomatis, anus and rectum","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11320","9955","Ot VD chlm trch unspf gu","A562","Other venereal diseases due to chlamydia trachomatis, unspecified genitourinary site","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11321","9954","Oth VD chlm trch oth gu","A5611","Other venereal diseases due to chlamydia trachomatis, other genitourinary sites","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11322","6149","Fem pelv inflam dis NOS","A5611","Unspecified inflammatory disease of female pelvic organs and tissues","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11323","9954","Shock due to anesthesia","A5611","Shock due to anesthesia, not elsewhere classified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11324","61611","Vaginitis in oth disease","A5602","Vaginitis and vulvovaginitis in diseases classified elsewhere","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11325","5954","Cystitis in oth dis","A5601","Cystitis in diseases classified elsewhere","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11326","9953","Oth VD chlm trch lowr gu","A5600","Other venereal diseases due to chlamydia trachomatis, lower genitourinary sites","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11327","9953","Allergy, unspecified","A5600","Allergy, unspecified, not elsewhere classified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11328","991","Lymphogranuloma venereum","A55","Lymphogranuloma venereum","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11329","9881","Gonococcal keratosis","A5489","Gonococcal keratosis (blennorrhagica)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11330","9881","Toxic effect mushrooms","A5489","Toxic effect of mushrooms eaten as food","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11331","9886","Gonococcal peritonitis","A5485","Gonococcal peritonitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11332","9883","Gonococcal pericarditis","A5483","Gonococcal pericarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11333","9884","Gonococcal endocarditis","A5483","Gonococcal endocarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11334","9885","Gonococcal heart dis NEC","A5483","Other gonococcal heart disease","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11335","9889","Gonococcal inf site NEC","A5482","Gonococcal infection of other specified sites","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11336","9889","Tox eff noxious food NOS","A5482","Toxic effect of unspecified noxious substance eaten as food","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11337","9882","Gonococcal meningitis","A5481","Gonococcal meningitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11338","9882","Tox eff berry/plant NEC","A5481","Toxic effect of berries and other plants eaten as food","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11339","987","Gc infect anus & rectum","A546","Gonococcal infection of anus and rectum","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11340","986","Gonococcal infec pharynx","A545","Gonococcal infection of pharynx","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11341","986","Tox eff carbon monoxide","A545","Toxic effect of carbon monoxide","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11342","9851","Gonococcal synovitis","A5449","Gonococcal synovitis and tenosynovitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11343","9852","Gonococcal bursitis","A5449","Gonococcal bursitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11344","9851","Toxic effect arsenic","A5449","Toxic effect of arsenic and its compounds","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11345","9852","Toxic effect manganese","A5449","Toxic effect of manganese and its compounds","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11346","9850","Gonococcal arthritis","A5442","Gonococcal arthritis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11347","9850","Toxic effect mercury","A5442","Toxic effect of mercury and its compounds","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11348","9853","Gonococcal spondylitis","A5441","Gonococcal spondylitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11349","9853","Toxic effect beryllium","A5441","Toxic effect of beryllium and its compounds","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11350","9859","Gc infect joint NEC","A5440","Other gonococcal infection of joint","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11351","9859","Toxic effect metal NOS","A5440","Toxic effect of unspecified metal","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11352","9842","Gonococcal endophthalmia","A5439","Gonococcal endophthalmia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11353","9843","Gonococcal keratitis","A5433","Gonococcal keratitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11354","9841","Gonococcal iridocyclitis","A5432","Gonococcal iridocyclitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11355","9841","Tox eff org lead compnd","A5432","Toxic effect of organic lead compounds","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11356","9840","Gonococcal conjunctivit","A5431","Gonococcal conjunctivitis (neonatorum)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11357","9840","Tx eff inorg lead compnd","A5431","Toxic effect of inorganic lead compounds","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11358","9849","Gonococcal eye NEC","A5430","Other gonococcal infection of eye","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11359","9849","Tox eff lead compnd NOS","A5430","Toxic effect of unspecified lead compound","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11360","9816","Gc endometritis (acute)","A5424","Gonococcal endometritis (acute)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11361","9836","Gc endometritis, chronic","A5424","Gonococcal endometritis, chronic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11362","9813","Gc orchitis (acute)","A5423","Gonococcal epididymo-orchitis (acute)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11363","9814","Gc sem vesiculit (acute)","A5423","Gonococcal seminal vesiculitis (acute)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11364","9833","Gc orchitis, chronic","A5423","Gonococcal epididymo-orchitis, chronic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11365","9834","Gc sem vesiculitis, chr","A5423","Gonococcal seminal vesiculitis, chronic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11366","9812","Gc prostatitis (acute)","A5422","Gonococcal prostatitis (acute)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11367","9832","Gc prostatitis, chronic","A5422","Gonococcal prostatitis, chronic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11368","9832","Toxic eff caustic alkali","A5422","Toxic effect of caustic alkalis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11369","9819","Gc (acute) upper gu NEC","A5421","Other gonococcal infection (acute) of upper genitourinary tract","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11370","9815","Gc cervicitis (acute)","A5403","Gonococcal cervicitis (acute)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11371","9835","Gc cervicitis, chronic","A5403","Gonococcal cervicitis, chronic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11372","9811","Gc cystitis (acute)","A5401","Gonococcal cystitis (acute)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11373","9831","Gc cystitis, chronic","A5401","Gonococcal cystitis, chronic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11374","9831","Toxic effect acids","A5401","Toxic effect of acids","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11375","980","Acute gc infect lower gu","A5400","Gonococcal infection (acute) of lower genitourinary tract","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11376","982","Chr gc infect lower gu","A5400","Gonococcal infection, chronic, of lower genitourinary tract","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11377","979","Syphilis NOS","A539","Syphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11378","971","Latent syphilis NOS","A530","Latent syphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11379","970","Late syphilis NOS","A529","Late syphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11380","96","Late syphilis latent","A528","Late syphilis, latent","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11381","959","Late sympt syphilis NOS","A5279","Late symptomatic syphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11382","956","Syphilis of muscle","A5278","Syphilis of muscle","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11383","957","Syphilis of tendon/bursa","A5278","Syphilis of synovium, tendon, and bursa","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11384","955","Syphilis of bone","A5277","Syphilis of bone","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11385","954","Syphilis of kidney","A5275","Syphilis of kidney","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11386","952","Syphilitic peritonitis","A5274","Syphilitic peritonitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11387","953","Syphilis of liver","A5274","Syphilis of liver","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11388","958","Late sympt syphilis NEC","A5273","Other specified forms of late symptomatic syphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11389","951","Syphilis of lung","A5272","Syphilis of lung","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11390","950","Syphilitic episcleritis","A5271","Syphilitic episcleritis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11391","943","Asymptomat neurosyphilis","A522","Asymptomatic neurosyphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11392","9482","Syphilitic parkinsonism","A5219","Syphilitic parkinsonism","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11393","9483","Syph dissem retinitis","A5219","Syphilitic disseminated retinochoroiditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11394","941","General paresis","A5217","General paresis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11395","7135","Arthropathy w nerve dis","A5216","Arthropathy associated with neurological disorders","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11396","9484","Syphilitic optic atrophy","A5215","Syphilitic optic atrophy","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11397","9485","Syph retrobulb neuritis","A5215","Syphilitic retrobulbar neuritis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11398","9486","Syphil acoustic neuritis","A5215","Syphilitic acoustic neuritis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11399","3574","Neuropathy in other dis","A5215","Polyneuropathy in other diseases classified elsewhere","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11400","9481","Syphilitic encephalitis","A5214","Syphilitic encephalitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11401","942","Syphilitic meningitis","A5213","Syphilitic meningitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11402","9489","Neurosyphilis NEC","A5212","Other specified neurosyphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11403","940","Tabes dorsalis","A5211","Tabes dorsalis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11404","949","Neurosyphilis NOS","A5210","Neurosyphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11405","9381","Syphilitic pericarditis","A5206","Syphilitic pericarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11406","9382","Syphilitic myocarditis","A5206","Syphilitic myocarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11407","9389","Cardiovascular syph NEC","A5204","Other specified cardiovascular syphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11408","9320","Syphil endocarditis NOS","A5203","Syphilitic endocarditis of valve, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11409","9321","Syphilitic mitral valve","A5203","Syphilitic endocarditis of mitral valve","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11410","9322","Syphilitic aortic valve","A5203","Syphilitic endocarditis of aortic valve","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11411","9323","Syphil tricuspid valve","A5203","Syphilitic endocarditis of tricuspid valve","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11412","9324","Syphil pulmonary valve","A5203","Syphilitic endocarditis of pulmonary valve","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11413","931","Syphilitic aortitis","A5202","Syphilitic aortitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11414","931","Foreign body in ear","A5202","Foreign body in ear","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11415","930","Aortic aneurysm, syphil","A5201","Aneurysm of aorta, specified as syphilitic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11416","939","Cardiovascular syph NOS","A5200","Cardiovascular syphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11417","920","Early syph latent relaps","A515","Early syphilis, latent, serological relapse after treatment","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11418","929","Early syphil latent NOS","A515","Early syphilis, latent, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11419","920","Contusion face/scalp/nck","A515","Contusion of face, scalp, and neck except eye(s)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11420","914","Syphilitic adenopathy","A5149","Adenopathy due to secondary syphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11421","9169","Second syph viscera NEC","A5149","Secondary syphilis of other viscera","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11422","917","Second syphilis relapse","A5149","Secondary syphilis, relapse","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11423","9169","Superf inj leg NEC-infec","A5149","Other and unspecified superficial injury of hip, thigh, leg, and ankle, infected","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11424","9161","Syphilitic periostitis","A5146","Secondary syphilitic periostitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11425","9161","Abrasion hip/leg-infect","A5146","Abrasion or friction burn of hip, thigh, leg, and ankle, infected","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11426","9162","Syphilitic hepatitis","A5145","Secondary syphilitic hepatitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11427","9162","Blister hip & leg","A5145","Blister of hip, thigh, leg, and ankle, without mention of infection","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11428","9150","Syphilitic uveitis NOS","A5143","Syphilitic uveitis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11429","9151","Syphilit chorioretinitis","A5143","Syphilitic chorioretinitis (secondary)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11430","9152","Syphilitic iridocyclitis","A5143","Syphilitic iridocyclitis (secondary)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11431","9150","Abrasion finger","A5143","Abrasion or friction burn of finger(s), without mention of infection","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11432","9151","Abrasion finger-infected","A5143","Abrasion or friction burn of finger(s), infected","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11433","9152","Blister finger","A5143","Blister of finger(s), without mention of infection","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11434","9189","Secondary syphilis NEC","A5142","Other forms of secondary syphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11435","9189","Superficial inj eye NEC","A5142","Other and unspecified superficial injuries of eye","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11436","9181","Acute syphil meningitis","A5141","Acute syphilitic meningitis (secondary)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11437","9181","Superficial inj cornea","A5141","Superficial injury of cornea","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11438","9182","Syphilitic alopecia","A5132","Syphilitic alopecia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11439","9182","Superfic inj conjunctiva","A5132","Superficial injury of conjunctiva","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11440","913","Secondary syph skin","A5131","Secondary syphilis of skin or mucous membranes","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11441","912","Primary syphilis NEC","A512","Other primary syphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11442","911","Primary anal syphilis","A511","Primary anal syphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11443","910","Primary genital syphilis","A510","Genital syphilis (primary)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11444","909","Congenital syphilis NOS","A509","Congenital syphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11445","907","Late congen syph NOS","A507","Late congenital syphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11446","906","Late congen syph latent","A506","Late congenital syphilis, latent","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11447","9049","Juvenile neurosyph NEC","A5049","Other juvenile neurosyphilis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11448","9049","Blood vessel injury NOS","A5049","Injury to blood vessels of unspecified site","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11449","9041","Congen syph encephalitis","A5042","Congenital syphilitic encephalitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11450","9041","Inj superfic femoral art","A5042","Injury to superficial femoral artery","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11451","9042","Congen syph meningitis","A5041","Congenital syphilitic meningitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11452","9042","Injury femoral vein","A5041","Injury to femoral veins","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11453","9040","Juvenile neurosyph NOS","A5040","Juvenile neurosyphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11454","9040","Inj common femoral arter","A5040","Injury to common femoral artery","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11455","903","Syphilitic keratitis","A5031","Syphilitic interstitial keratitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11456","905","Late congen syph symptom","A5030","Other late congenital syphilis, symptomatic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11457","902","Early congen syph NOS","A502","Early congenital syphilis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11458","901","Early congen syph latent","A501","Early congenital syphilis, latent","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11459","900","Early cong syph symptom","A5001","Early congenital syphilis, symptomatic","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11460","419","Bacterial infection NOS","A499","Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11461","4189","Oth specf bacteria","A498","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11462","4181","Mycoplasma","A493","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11463","415","H. influenzae infect NOS","A492","Hemophilus influenzae [H. influenzae] infection in conditions classified elsewhere and of unspecified site","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11464","4100","Streptococcus unspecf","A491","Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11465","4112","MRSA elsewhere/NOS","A4902","Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11466","4111","Mth sus Stph aur els/NOS","A4901","Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11467","4111","Intermed coronary synd","A4901","Intermediate coronary syndrome","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11468","401","Rhinoscleroma","A488","Rhinoscleroma","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11469","4042","Wound botulism","A4852","Wound botulism","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11470","4041","Infant botulism","A4851","Infant botulism","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11471","4082","Toxic shock syndrome","A483","Toxic shock syndrome","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11472","4089","Bacterial diseases NEC","A482","Other specified bacterial diseases","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11473","48284","Legionnaires' disease","A481","Pneumonia due to Legionnaires' disease","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
